gene_name,gene_id,genome
ENSG00000285303,ENSG00000285303,hg38
ENSG00000285304,ENSG00000285304,hg38
ENSG00000285314,ENSG00000285314,hg38
ENSG00000285323,ENSG00000285323,hg38
ENSG00000285325,ENSG00000285325,hg38
ENSG00000285329,ENSG00000285329,hg38
ENSG00000285330,ENSG00000285330,hg38
ENSG00000285331,ENSG00000285331,hg38
ENSG00000285336,ENSG00000285336,hg38
ENSG00000285338,ENSG00000285338,hg38
ENSG00000285347,ENSG00000285347,hg38
ENSG00000285354,ENSG00000285354,hg38
ENSG00000285361,ENSG00000285361,hg38
ENSG00000285366,ENSG00000285366,hg38
ENSG00000285367,ENSG00000285367,hg38
ENSG00000285370,ENSG00000285370,hg38
LINC02478,ENSG00000285373,hg38
ENSG00000285374,ENSG00000285374,hg38
ENSG00000285382,ENSG00000285382,hg38
ENSG00000285388,ENSG00000285388,hg38
ENSG00000285398,ENSG00000285398,hg38
ENSG00000285401,ENSG00000285401,hg38
ENSG00000285402,ENSG00000285402,hg38
ENSG00000285404,ENSG00000285404,hg38
OR11J6P,ENSG00000285405,hg38
ENSG00000285407,ENSG00000285407,hg38
ENSG00000285409,ENSG00000285409,hg38
GABPB1-IT1,ENSG00000285410,hg38
ENSG00000285412,ENSG00000285412,hg38
ENSG00000285413,ENSG00000285413,hg38
ENSG00000285416,ENSG00000285416,hg38
ENSG00000285417,ENSG00000285417,hg38
PDGFRL2P,ENSG00000285420,hg38
ENSG00000285424,ENSG00000285424,hg38
SOD2-OT1,ENSG00000285427,hg38
POLR2J3-1,ENSG00000285437,hg38
ENSG00000285444,ENSG00000285444,hg38
TUSC2P2,ENSG00000285445,hg38
ENSG00000285446,ENSG00000285446,hg38
ENSG00000285448,ENSG00000285448,hg38
ENSG00000285454,ENSG00000285454,hg38
ENSG00000285458,ENSG00000285458,hg38
LINC02792,ENSG00000285462,hg38
DHRS4L1-1,ENSG00000285467,hg38
TUSC2P1,ENSG00000285470,hg38
ENSG00000285471,ENSG00000285471,hg38
OR4M2-OT1,ENSG00000285472,hg38
ENSG00000285473,ENSG00000285473,hg38
H2BK1,ENSG00000285480,hg38
ENSG00000285483,ENSG00000285483,hg38
ENSG00000285486,ENSG00000285486,hg38
OR1Q1BP,ENSG00000285491,hg38
ENSG00000285492,ENSG00000285492,hg38
ENSG00000285498,ENSG00000285498,hg38
ENSG00000285505,ENSG00000285505,hg38
MKKS-1,ENSG00000285508,hg38
TBCEL-TECTA,ENSG00000285509,hg38
ENSG00000285513,ENSG00000285513,hg38
ENSG00000285517,ENSG00000285517,hg38
ENSG00000285518,ENSG00000285518,hg38
ENSG00000285519,ENSG00000285519,hg38
ENSG00000285520,ENSG00000285520,hg38
ENSG00000285521,ENSG00000285521,hg38
ENSG00000285522,ENSG00000285522,hg38
ENSG00000285523,ENSG00000285523,hg38
ENSG00000285524,ENSG00000285524,hg38
ENSG00000285525,ENSG00000285525,hg38
ENSG00000285526,ENSG00000285526,hg38
ENSG00000285527,ENSG00000285527,hg38
ENSG00000285528,ENSG00000285528,hg38
ENSG00000285529,ENSG00000285529,hg38
ENSG00000285530,ENSG00000285530,hg38
ENSG00000285531,ENSG00000285531,hg38
LINC02788,ENSG00000285532,hg38
RELA-DT,ENSG00000285533,hg38
ENSG00000285534,ENSG00000285534,hg38
ENSG00000285535,ENSG00000285535,hg38
LINC02838,ENSG00000285536,hg38
OR7E11P,ENSG00000285537,hg38
ENSG00000285538,ENSG00000285538,hg38
ENSG00000285539,ENSG00000285539,hg38
ENSG00000285540,ENSG00000285540,hg38
ENSG00000285541,ENSG00000285541,hg38
ENSG00000285542,ENSG00000285542,hg38
ENSG00000285543,ENSG00000285543,hg38
ENSG00000285544,ENSG00000285544,hg38
ENSG00000285545,ENSG00000285545,hg38
ENSG00000285547,ENSG00000285547,hg38
ENSG00000285548,ENSG00000285548,hg38
ENSG00000285549,ENSG00000285549,hg38
ENSG00000285550,ENSG00000285550,hg38
LINC02929,ENSG00000285551,hg38
ENSG00000285552,ENSG00000285552,hg38
ENSG00000285553,ENSG00000285553,hg38
LINC02988,ENSG00000285554,hg38
ENSG00000285555,ENSG00000285555,hg38
ENSG00000285556,ENSG00000285556,hg38
ENSG00000285557,ENSG00000285557,hg38
ENSG00000285558,ENSG00000285558,hg38
ENSG00000285559,ENSG00000285559,hg38
ENSG00000285560,ENSG00000285560,hg38
ENSG00000285561,ENSG00000285561,hg38
ENSG00000285562,ENSG00000285562,hg38
ENSG00000285563,ENSG00000285563,hg38
ENSG00000285564,ENSG00000285564,hg38
ENSG00000285565,ENSG00000285565,hg38
ENSG00000285566,ENSG00000285566,hg38
ENSG00000285567,ENSG00000285567,hg38
ENSG00000285568,ENSG00000285568,hg38
ENSG00000285569,ENSG00000285569,hg38
ENSG00000285570,ENSG00000285570,hg38
ENSG00000285571,ENSG00000285571,hg38
ENSG00000285572,ENSG00000285572,hg38
ENSG00000285573,ENSG00000285573,hg38
ENSG00000285575,ENSG00000285575,hg38
ENSG00000285576,ENSG00000285576,hg38
ENSG00000285577,ENSG00000285577,hg38
ENSG00000285578,ENSG00000285578,hg38
ENSG00000285579,ENSG00000285579,hg38
ENSG00000285580,ENSG00000285580,hg38
ENSG00000285581,ENSG00000285581,hg38
ENSG00000285582,ENSG00000285582,hg38
ENSG00000285583,ENSG00000285583,hg38
ENSG00000285584,ENSG00000285584,hg38
ENSG00000285585,ENSG00000285585,hg38
ENSG00000285586,ENSG00000285586,hg38
ENSG00000285587,ENSG00000285587,hg38
ENSG00000285588,ENSG00000285588,hg38
ENSG00000285589,ENSG00000285589,hg38
ENSG00000285590,ENSG00000285590,hg38
ENSG00000285591,ENSG00000285591,hg38
ENSG00000285592,ENSG00000285592,hg38
ENSG00000285593,ENSG00000285593,hg38
LINC02856,ENSG00000285594,hg38
ENSG00000285595,ENSG00000285595,hg38
ENSG00000285596,ENSG00000285596,hg38
ENSG00000285597,ENSG00000285597,hg38
ENSG00000285598,ENSG00000285598,hg38
ENSG00000285599,ENSG00000285599,hg38
ENSG00000285600,ENSG00000285600,hg38
ENSG00000285601,ENSG00000285601,hg38
ENSG00000285602,ENSG00000285602,hg38
ENSG00000285603,ENSG00000285603,hg38
ENSG00000285604,ENSG00000285604,hg38
ENSG00000285605,ENSG00000285605,hg38
ENSG00000285606,ENSG00000285606,hg38
FAM90A9,ENSG00000285607,hg38
ENSG00000285608,ENSG00000285608,hg38
5S_rRNA-4,ENSG00000285609,hg38
ENSG00000285610,ENSG00000285610,hg38
ENSG00000285611,ENSG00000285611,hg38
ENSG00000285612,ENSG00000285612,hg38
ENSG00000285613,ENSG00000285613,hg38
ENSG00000285614,ENSG00000285614,hg38
ENSG00000285615,ENSG00000285615,hg38
ENSG00000285616,ENSG00000285616,hg38
ENSG00000285618,ENSG00000285618,hg38
ENSG00000285619,ENSG00000285619,hg38
FAM90A16,ENSG00000285620,hg38
ENSG00000285621,ENSG00000285621,hg38
ENSG00000285622,ENSG00000285622,hg38
ENSG00000285623,ENSG00000285623,hg38
ENSG00000285624,ENSG00000285624,hg38
ENSG00000285625,ENSG00000285625,hg38
5S_rRNA-5,ENSG00000285626,hg38
ENSG00000285627,ENSG00000285627,hg38
ENSG00000285628,ENSG00000285628,hg38
ENSG00000285629,ENSG00000285629,hg38
ENSG00000285630,ENSG00000285630,hg38
ENSG00000285631,ENSG00000285631,hg38
ENSG00000285632,ENSG00000285632,hg38
ENSG00000285633,ENSG00000285633,hg38
ENSG00000285634,ENSG00000285634,hg38
ENSG00000285635,ENSG00000285635,hg38
ENSG00000285636,ENSG00000285636,hg38
ENSG00000285637,ENSG00000285637,hg38
ENSG00000285638,ENSG00000285638,hg38
ENSG00000285639,ENSG00000285639,hg38
ENSG00000285640,ENSG00000285640,hg38
ENSG00000285641,ENSG00000285641,hg38
ENSG00000285642,ENSG00000285642,hg38
ENSG00000285643,ENSG00000285643,hg38
ENSG00000285644,ENSG00000285644,hg38
ENSG00000285645,ENSG00000285645,hg38
ENSG00000285646,ENSG00000285646,hg38
ENSG00000285647,ENSG00000285647,hg38
ENSG00000285648,ENSG00000285648,hg38
ENSG00000285649,ENSG00000285649,hg38
ENSG00000285650,ENSG00000285650,hg38
ENSG00000285651,ENSG00000285651,hg38
ENSG00000285652,ENSG00000285652,hg38
ENSG00000285653,ENSG00000285653,hg38
ENSG00000285654,ENSG00000285654,hg38
ENSG00000285655,ENSG00000285655,hg38
ENSG00000285656,ENSG00000285656,hg38
FAM90A19,ENSG00000285657,hg38
ENSG00000285658,ENSG00000285658,hg38
ENSG00000285659,ENSG00000285659,hg38
ENSG00000285660,ENSG00000285660,hg38
ENSG00000285661,ENSG00000285661,hg38
FAM245B,ENSG00000285662,hg38
ENSG00000285663,ENSG00000285663,hg38
ENSG00000285664,ENSG00000285664,hg38
TOP1P1,ENSG00000285665,hg38
ENSG00000285666,ENSG00000285666,hg38
ENSG00000285667,ENSG00000285667,hg38
ENSG00000285668,ENSG00000285668,hg38
ENSG00000285669,ENSG00000285669,hg38
ENSG00000285670,ENSG00000285670,hg38
ENSG00000285671,ENSG00000285671,hg38
ENSG00000285672,ENSG00000285672,hg38
ENSG00000285673,ENSG00000285673,hg38
5S_rRNA-6,ENSG00000285674,hg38
ENSG00000285675,ENSG00000285675,hg38
ENSG00000285676,ENSG00000285676,hg38
ENSG00000285677,ENSG00000285677,hg38
ENSG00000285679,ENSG00000285679,hg38
ENSG00000285680,ENSG00000285680,hg38
ENSG00000285681,ENSG00000285681,hg38
ENSG00000285683,ENSG00000285683,hg38
ENSG00000285684,ENSG00000285684,hg38
ENSG00000285685,ENSG00000285685,hg38
LINC02834,ENSG00000285686,hg38
FAM90A22,ENSG00000285687,hg38
ENSG00000285688,ENSG00000285688,hg38
ENSG00000285689,ENSG00000285689,hg38
ENSG00000285690,ENSG00000285690,hg38
ENSG00000285691,ENSG00000285691,hg38
ENSG00000285692,ENSG00000285692,hg38
ENSG00000285693,ENSG00000285693,hg38
ENSG00000285694,ENSG00000285694,hg38
ENSG00000285695,ENSG00000285695,hg38
ENSG00000285696,ENSG00000285696,hg38
ENSG00000285697,ENSG00000285697,hg38
ENSG00000285698,ENSG00000285698,hg38
ENSG00000285699,ENSG00000285699,hg38
ENSG00000285700,ENSG00000285700,hg38
ENSG00000285701,ENSG00000285701,hg38
ENSG00000285702,ENSG00000285702,hg38
ENSG00000285703,ENSG00000285703,hg38
ENSG00000285704,ENSG00000285704,hg38
ENSG00000285705,ENSG00000285705,hg38
ENSG00000285706,ENSG00000285706,hg38
ENSG00000285707,ENSG00000285707,hg38
ENSG00000285708,ENSG00000285708,hg38
ENSG00000285709,ENSG00000285709,hg38
ENSG00000285710,ENSG00000285710,hg38
LINC02835,ENSG00000285711,hg38
ENSG00000285712,ENSG00000285712,hg38
ENSG00000285713,ENSG00000285713,hg38
ENSG00000285714,ENSG00000285714,hg38
ENSG00000285715,ENSG00000285715,hg38
ENSG00000285716,ENSG00000285716,hg38
ENSG00000285717,ENSG00000285717,hg38
ENSG00000285718,ENSG00000285718,hg38
ENSG00000285719,ENSG00000285719,hg38
FAM90A17,ENSG00000285720,hg38
ENSG00000285722,ENSG00000285722,hg38
MKKS-2,ENSG00000285723,hg38
ENSG00000285724,ENSG00000285724,hg38
ENSG00000285725,ENSG00000285725,hg38
ENSG00000285726,ENSG00000285726,hg38
ENSG00000285727,ENSG00000285727,hg38
ENSG00000285728,ENSG00000285728,hg38
ENSG00000285729,ENSG00000285729,hg38
ENSG00000285730,ENSG00000285730,hg38
ENSG00000285731,ENSG00000285731,hg38
ENSG00000285732,ENSG00000285732,hg38
ENSG00000285733,ENSG00000285733,hg38
ENSG00000285734,ENSG00000285734,hg38
LINC02717,ENSG00000285735,hg38
ENSG00000285736,ENSG00000285736,hg38
LINC02680,ENSG00000285737,hg38
ENSG00000285738,ENSG00000285738,hg38
ENSG00000285739,ENSG00000285739,hg38
ENSG00000285740,ENSG00000285740,hg38
ENSG00000285741,ENSG00000285741,hg38
ENSG00000285742,ENSG00000285742,hg38
ENSG00000285743,ENSG00000285743,hg38
ENSG00000285744,ENSG00000285744,hg38
ENSG00000285745,ENSG00000285745,hg38
ENSG00000285746,ENSG00000285746,hg38
ENSG00000285747,ENSG00000285747,hg38
ENSG00000285748,ENSG00000285748,hg38
ENSG00000285749,ENSG00000285749,hg38
ENSG00000285750,ENSG00000285750,hg38
ENSG00000285751,ENSG00000285751,hg38
CDC42-AS1,ENSG00000285752,hg38
LCEP3,ENSG00000285753,hg38
ENSG00000285754,ENSG00000285754,hg38
ENSG00000285755,ENSG00000285755,hg38
ENSG00000285756,ENSG00000285756,hg38
ENSG00000285758,ENSG00000285758,hg38
ENSG00000285759,ENSG00000285759,hg38
ENSG00000285760,ENSG00000285760,hg38
ENSG00000285761,ENSG00000285761,hg38
ENSG00000285763,ENSG00000285763,hg38
ENSG00000285764,ENSG00000285764,hg38
FAM90A23,ENSG00000285765,hg38
ENSG00000285766,ENSG00000285766,hg38
LINC02849,ENSG00000285768,hg38
ENSG00000285769,ENSG00000285769,hg38
ENSG00000285770,ENSG00000285770,hg38
ENSG00000285771,ENSG00000285771,hg38
ENSG00000285772,ENSG00000285772,hg38
ENSG00000285773,ENSG00000285773,hg38
SAMD4A-AS1,ENSG00000285774,hg38
ENSG00000285775,ENSG00000285775,hg38
5S_rRNA-7,ENSG00000285776,hg38
ENSG00000285777,ENSG00000285777,hg38
ENSG00000285778,ENSG00000285778,hg38
ENSG00000285779,ENSG00000285779,hg38
ENSG00000285780,ENSG00000285780,hg38
ENSG00000285781,ENSG00000285781,hg38
ENSG00000285782,ENSG00000285782,hg38
ENSG00000285783,ENSG00000285783,hg38
ENSG00000285784,ENSG00000285784,hg38
ENSG00000285785,ENSG00000285785,hg38
ENSG00000285786,ENSG00000285786,hg38
ENSG00000285788,ENSG00000285788,hg38
ENSG00000285789,ENSG00000285789,hg38
ENSG00000285790,ENSG00000285790,hg38
ENSG00000285791,ENSG00000285791,hg38
ENSG00000285792,ENSG00000285792,hg38
ANAPC1P2-1,ENSG00000285793,hg38
ENSG00000285794,ENSG00000285794,hg38
ENSG00000285796,ENSG00000285796,hg38
ENSG00000285797,ENSG00000285797,hg38
ENSG00000285798,ENSG00000285798,hg38
ENSG00000285799,ENSG00000285799,hg38
ENSG00000285800,ENSG00000285800,hg38
ENSG00000285801,ENSG00000285801,hg38
ENSG00000285802,ENSG00000285802,hg38
ENSG00000285803,ENSG00000285803,hg38
ENSG00000285804,ENSG00000285804,hg38
ENSG00000285805,ENSG00000285805,hg38
ENSG00000285806,ENSG00000285806,hg38
ENSG00000285807,ENSG00000285807,hg38
LINC02797,ENSG00000285808,hg38
ENSG00000285809,ENSG00000285809,hg38
ENSG00000285810,ENSG00000285810,hg38
ENSG00000285811,ENSG00000285811,hg38
ENSG00000285812,ENSG00000285812,hg38
ENSG00000285813,ENSG00000285813,hg38
FAM90A14,ENSG00000285814,hg38
GET1-SH3BGR,ENSG00000285815,hg38
ENSG00000285816,ENSG00000285816,hg38
ENSG00000285817,ENSG00000285817,hg38
ENSG00000285818,ENSG00000285818,hg38
ENSG00000285819,ENSG00000285819,hg38
ENSG00000285820,ENSG00000285820,hg38
ENSG00000285821,ENSG00000285821,hg38
ENSG00000285822,ENSG00000285822,hg38
LINC02793,ENSG00000285823,hg38
ENSG00000285824,ENSG00000285824,hg38
CCDC15-DT,ENSG00000285825,hg38
ENSG00000285826,ENSG00000285826,hg38
ENSG00000285827,ENSG00000285827,hg38
ENSG00000285829,ENSG00000285829,hg38
ENSG00000285830,ENSG00000285830,hg38
ENSG00000285831,ENSG00000285831,hg38
ENSG00000285833,ENSG00000285833,hg38
ENSG00000285834,ENSG00000285834,hg38
ENSG00000285835,ENSG00000285835,hg38
ENSG00000285836,ENSG00000285836,hg38
ENSG00000285837,ENSG00000285837,hg38
ENSG00000285838,ENSG00000285838,hg38
ENSG00000285839,ENSG00000285839,hg38
ENSG00000285840,ENSG00000285840,hg38
ENSG00000285841,ENSG00000285841,hg38
ENSG00000285842,ENSG00000285842,hg38
SCYGR9,ENSG00000285843,hg38
KCNQ5-DT,ENSG00000285844,hg38
ENSG00000285845,ENSG00000285845,hg38
ENSG00000285846,ENSG00000285846,hg38
ENSG00000285847,ENSG00000285847,hg38
ENSG00000285848,ENSG00000285848,hg38
ENSG00000285849,ENSG00000285849,hg38
ENSG00000285850,ENSG00000285850,hg38
ENSG00000285851,ENSG00000285851,hg38
ENSG00000285852,ENSG00000285852,hg38
ENSG00000285853,ENSG00000285853,hg38
ENSG00000285854,ENSG00000285854,hg38
ENSG00000285855,ENSG00000285855,hg38
ENSG00000285856,ENSG00000285856,hg38
ENSG00000285857,ENSG00000285857,hg38
ENSG00000285858,ENSG00000285858,hg38
ENSG00000285859,ENSG00000285859,hg38
ENSG00000285860,ENSG00000285860,hg38
ENSG00000285861,ENSG00000285861,hg38
ENSG00000285862,ENSG00000285862,hg38
ENSG00000285863,ENSG00000285863,hg38
ENSG00000285864,ENSG00000285864,hg38
ENSG00000285865,ENSG00000285865,hg38
LINC02852,ENSG00000285866,hg38
ENSG00000285867,ENSG00000285867,hg38
ENSG00000285868,ENSG00000285868,hg38
LINC02858,ENSG00000285869,hg38
ENSG00000285870,ENSG00000285870,hg38
ENSG00000285871,ENSG00000285871,hg38
ENSG00000285872,ENSG00000285872,hg38
ENSG00000285873,ENSG00000285873,hg38
ENSG00000285876,ENSG00000285876,hg38
ENSG00000285877,ENSG00000285877,hg38
ENSG00000285878,ENSG00000285878,hg38
ENSG00000285879,ENSG00000285879,hg38
ENSG00000285880,ENSG00000285880,hg38
ENSG00000285881,ENSG00000285881,hg38
ENSG00000285882,ENSG00000285882,hg38
ENSG00000285883,ENSG00000285883,hg38
ENSG00000285884,ENSG00000285884,hg38
ENSG00000285885,ENSG00000285885,hg38
ENSG00000285886,ENSG00000285886,hg38
ENSG00000285887,ENSG00000285887,hg38
ENSG00000285888,ENSG00000285888,hg38
ENSG00000285889,ENSG00000285889,hg38
ENSG00000285890,ENSG00000285890,hg38
MSANTD5,ENSG00000285891,hg38
ENSG00000285892,ENSG00000285892,hg38
ENSG00000285894,ENSG00000285894,hg38
ENSG00000285895,ENSG00000285895,hg38
ENSG00000285896,ENSG00000285896,hg38
ENSG00000285897,ENSG00000285897,hg38
ENSG00000285898,ENSG00000285898,hg38
ENSG00000285899,ENSG00000285899,hg38
ENSG00000285900,ENSG00000285900,hg38
ENSG00000285901,ENSG00000285901,hg38
ENSG00000285902,ENSG00000285902,hg38
ENSG00000285904,ENSG00000285904,hg38
BMP8B-AS1,ENSG00000285905,hg38
ENSG00000285906,ENSG00000285906,hg38
ENSG00000285907,ENSG00000285907,hg38
ENSG00000285908,ENSG00000285908,hg38
ENSG00000285909,ENSG00000285909,hg38
ENSG00000285910,ENSG00000285910,hg38
ENSG00000285911,ENSG00000285911,hg38
5S_rRNA-8,ENSG00000285912,hg38
FAM90A18,ENSG00000285913,hg38
ENSG00000285914,ENSG00000285914,hg38
ENSG00000285915,ENSG00000285915,hg38
ENSG00000285917,ENSG00000285917,hg38
ENSG00000285918,ENSG00000285918,hg38
ENSG00000285919,ENSG00000285919,hg38
ENSG00000285920,ENSG00000285920,hg38
ENSG00000285921,ENSG00000285921,hg38
ENSG00000285922,ENSG00000285922,hg38
ENSG00000285923,ENSG00000285923,hg38
ENSG00000285925,ENSG00000285925,hg38
ENSG00000285926,ENSG00000285926,hg38
ENSG00000285927,ENSG00000285927,hg38
ENSG00000285928,ENSG00000285928,hg38
ENSG00000285929,ENSG00000285929,hg38
ENSG00000285930,ENSG00000285930,hg38
ENSG00000285931,ENSG00000285931,hg38
ENSG00000285932,ENSG00000285932,hg38
ENSG00000285933,ENSG00000285933,hg38
ENSG00000285934,ENSG00000285934,hg38
ENSG00000285935,ENSG00000285935,hg38
ENSG00000285936,ENSG00000285936,hg38
FAM90A8,ENSG00000285937,hg38
ENSG00000285938,ENSG00000285938,hg38
ENSG00000285939,ENSG00000285939,hg38
ENSG00000285940,ENSG00000285940,hg38
ENSG00000285941,ENSG00000285941,hg38
ENSG00000285942,ENSG00000285942,hg38
ENSG00000285943,ENSG00000285943,hg38
H2AL1MP,ENSG00000285944,hg38
ENSG00000285945,ENSG00000285945,hg38
LCE7A,ENSG00000285946,hg38
ENSG00000285947,ENSG00000285947,hg38
ENSG00000285948,ENSG00000285948,hg38
FAM90A10,ENSG00000285950,hg38
ENSG00000285952,ENSG00000285952,hg38
ENSG00000285953,ENSG00000285953,hg38
ENSG00000285954,ENSG00000285954,hg38
ENSG00000285955,ENSG00000285955,hg38
ENSG00000285957,ENSG00000285957,hg38
ENSG00000285958,ENSG00000285958,hg38
ENSG00000285959,ENSG00000285959,hg38
ENSG00000285960,ENSG00000285960,hg38
ENSG00000285961,ENSG00000285961,hg38
ENSG00000285963,ENSG00000285963,hg38
ENSG00000285964,ENSG00000285964,hg38
ENSG00000285966,ENSG00000285966,hg38
NIPBL-DT,ENSG00000285967,hg38
ENSG00000285968,ENSG00000285968,hg38
ENSG00000285969,ENSG00000285969,hg38
ENSG00000285970,ENSG00000285970,hg38
ENSG00000285971,ENSG00000285971,hg38
CERNA2,ENSG00000285972,hg38
ENSG00000285973,ENSG00000285973,hg38
ENSG00000285974,ENSG00000285974,hg38
FAM90A7,ENSG00000285975,hg38
ENSG00000285976,ENSG00000285976,hg38
ENSG00000285977,ENSG00000285977,hg38
ENSG00000285978,ENSG00000285978,hg38
ENSG00000285979,ENSG00000285979,hg38
ENSG00000285980,ENSG00000285980,hg38
ENSG00000285981,ENSG00000285981,hg38
ENSG00000285982,ENSG00000285982,hg38
ENSG00000285984,ENSG00000285984,hg38
LINC02689,ENSG00000285985,hg38
ENSG00000285986,ENSG00000285986,hg38
ENSG00000285987,ENSG00000285987,hg38
ENSG00000285988,ENSG00000285988,hg38
H2AQ1P,ENSG00000285989,hg38
NBEAP6,ENSG00000285990,hg38
ENSG00000285991,ENSG00000285991,hg38
ENSG00000285992,ENSG00000285992,hg38
ENSG00000285993,ENSG00000285993,hg38
ENSG00000285994,ENSG00000285994,hg38
ENSG00000285996,ENSG00000285996,hg38
ENSG00000285997,ENSG00000285997,hg38
ENSG00000285998,ENSG00000285998,hg38
ENSG00000285999,ENSG00000285999,hg38
ENSG00000286000,ENSG00000286000,hg38
ENSG00000286001,ENSG00000286001,hg38
ENSG00000286002,ENSG00000286002,hg38
ENSG00000286003,ENSG00000286003,hg38
ENSG00000286004,ENSG00000286004,hg38
ENSG00000286005,ENSG00000286005,hg38
ENSG00000286006,ENSG00000286006,hg38
ENSG00000286007,ENSG00000286007,hg38
ENSG00000286008,ENSG00000286008,hg38
ENSG00000286009,ENSG00000286009,hg38
ENSG00000286010,ENSG00000286010,hg38
ENSG00000286011,ENSG00000286011,hg38
ENSG00000286012,ENSG00000286012,hg38
ENSG00000286013,ENSG00000286013,hg38
SPDYE15,ENSG00000286014,hg38
ENSG00000286015,ENSG00000286015,hg38
ENSG00000286016,ENSG00000286016,hg38
ENSG00000286017,ENSG00000286017,hg38
ENSG00000286018,ENSG00000286018,hg38
NOTCH2NLB,ENSG00000286019,hg38
ENSG00000286020,ENSG00000286020,hg38
LINC02822,ENSG00000286021,hg38
ENSG00000286022,ENSG00000286022,hg38
ENSG00000286023,ENSG00000286023,hg38
ENSG00000286024,ENSG00000286024,hg38
FAM246C,ENSG00000286025,hg38
ENSG00000286026,ENSG00000286026,hg38
PCSEAT,ENSG00000286027,hg38
MIR34BHG,ENSG00000286028,hg38
ENSG00000286030,ENSG00000286030,hg38
ENSG00000286031,ENSG00000286031,hg38
ENSG00000286032,ENSG00000286032,hg38
ENSG00000286033,ENSG00000286033,hg38
ENSG00000286034,ENSG00000286034,hg38
ENSG00000286035,ENSG00000286035,hg38
ENSG00000286036,ENSG00000286036,hg38
ENSG00000286037,ENSG00000286037,hg38
SPDYE13,ENSG00000286038,hg38
ENSG00000286039,ENSG00000286039,hg38
ENSG00000286040,ENSG00000286040,hg38
ENSG00000286041,ENSG00000286041,hg38
LCAL1,ENSG00000286042,hg38
ENSG00000286043,ENSG00000286043,hg38
ENSG00000286044,ENSG00000286044,hg38
ENSG00000286045,ENSG00000286045,hg38
ENSG00000286046,ENSG00000286046,hg38
ENSG00000286047,ENSG00000286047,hg38
ENSG00000286048,ENSG00000286048,hg38
ENSG00000286049,ENSG00000286049,hg38
ENSG00000286050,ENSG00000286050,hg38
MAGEA6-DT,ENSG00000286051,hg38
ENSG00000286052,ENSG00000286052,hg38
ASDURF,ENSG00000286053,hg38
ENSG00000286054,ENSG00000286054,hg38
ENSG00000286055,ENSG00000286055,hg38
ENSG00000286056,ENSG00000286056,hg38
ENSG00000286057,ENSG00000286057,hg38
ENSG00000286058,ENSG00000286058,hg38
ENSG00000286059,ENSG00000286059,hg38
ENSG00000286060,ENSG00000286060,hg38
RCAN3AS,ENSG00000286061,hg38
ENSG00000286062,ENSG00000286062,hg38
ENSG00000286063,ENSG00000286063,hg38
ENSG00000286064,ENSG00000286064,hg38
ENSG00000286066,ENSG00000286066,hg38
ENSG00000286067,ENSG00000286067,hg38
ENSG00000286068,ENSG00000286068,hg38
ENSG00000286069,ENSG00000286069,hg38
ENSG00000286070,ENSG00000286070,hg38
ENSG00000286071,ENSG00000286071,hg38
ENSG00000286072,ENSG00000286072,hg38
ENSG00000286073,ENSG00000286073,hg38
ENSG00000286074,ENSG00000286074,hg38
SAGSIN1,ENSG00000286075,hg38
ENSG00000286076,ENSG00000286076,hg38
ENSG00000286077,ENSG00000286077,hg38
ENSG00000286078,ENSG00000286078,hg38
ENSG00000286080,ENSG00000286080,hg38
ENSG00000286081,ENSG00000286081,hg38
ENSG00000286082,ENSG00000286082,hg38
ENSG00000286083,ENSG00000286083,hg38
ENSG00000286084,ENSG00000286084,hg38
ENSG00000286085,ENSG00000286085,hg38
ENSG00000286086,ENSG00000286086,hg38
ENSG00000286087,ENSG00000286087,hg38
ENSG00000286088,ENSG00000286088,hg38
ENSG00000286089,ENSG00000286089,hg38
ENSG00000286090,ENSG00000286090,hg38
ENSG00000286091,ENSG00000286091,hg38
ENSG00000286092,ENSG00000286092,hg38
ENSG00000286093,ENSG00000286093,hg38
SPEGNB,ENSG00000286095,hg38
GPC3-AS1,ENSG00000286096,hg38
ENSG00000286097,ENSG00000286097,hg38
ENSG00000286098,ENSG00000286098,hg38
ENSG00000286099,ENSG00000286099,hg38
ENSG00000286100,ENSG00000286100,hg38
ENSG00000286101,ENSG00000286101,hg38
FAM246A,ENSG00000286102,hg38
ENSG00000286103,ENSG00000286103,hg38
ENSG00000286104,ENSG00000286104,hg38
TMEM217B,ENSG00000286105,hg38
NOTCH2NLR,ENSG00000286106,hg38
ENSG00000286107,ENSG00000286107,hg38
ENSG00000286108,ENSG00000286108,hg38
ENSG00000286109,ENSG00000286109,hg38
ENSG00000286110,ENSG00000286110,hg38
ENSG00000286111,ENSG00000286111,hg38
ENSG00000286112,ENSG00000286112,hg38
ENSG00000286113,ENSG00000286113,hg38
ENSG00000286114,ENSG00000286114,hg38
ENSG00000286115,ENSG00000286115,hg38
ENSG00000286116,ENSG00000286116,hg38
ENSG00000286117,ENSG00000286117,hg38
ENSG00000286118,ENSG00000286118,hg38
ENSG00000286119,ENSG00000286119,hg38
ENSG00000286120,ENSG00000286120,hg38
